1st_key,2nd_key,mean,std,count
v,z,209.57142857142858,79.29030445743275,7
w, ,163.15893363584797,185.5246435941649,149855
w,a,176.6878127752545,127.29368696984668,203221
w,b,340.8390243902439,379.6434839954716,205
w,c,337.95,208.0572248325721,160
w,d,341.1764705882353,277.87551493941123,510
w,e,193.1477491023937,166.80836907695831,337843
w,f,339.9736842105263,269.5111611138067,76
w,g,364.82474226804123,410.69450875759253,291
w,h,181.84935709451838,238.56041523578065,110825
w,i,144.6194486805335,135.83075587424565,258362
w,j,332.0148367952522,317.75904751747737,337
w,k,325.8825354609929,258.42731751003237,2256
w,l,271.9593532116897,659.599954839859,6741
w,m,337.117973629424,294.6635015201463,1441
w,n,182.25822902178953,159.51182050908767,34512
w,o,144.76647034930951,144.65168176559948,147720
w,p,277.33651226158037,364.7141845340956,734
w,q,174.74580335731414,256.1524817029619,417
w,r,268.26803164262446,218.3948227641759,6447
w,s,287.1317167263709,337.2190005582687,10887
w,t,258.9969656102495,288.70562271002177,2966
w,u,215.35540838852097,201.11476285412584,2718
w,v,356.77833753148616,298.5333699335736,397
w,w,254.37862468931235,327.7998868601737,2414
w,x,612.9875776397515,2402.759819425304,161
w,y,345.4918851435705,914.8541517215957,1602
w,z,340.4642857142857,292.6043317750867,28
x, ,218.94363322342596,177.41925492357936,12738
x,a,249.630014858841,248.47358509260698,1346
x,b,196.0,38.18376618407357,2
x,c,335.7332954760553,278.447634977766,5283
x,d,305.0120481927711,240.68380704779884,83
x,e,287.2173395102581,208.36109376979456,7555
x,f,411.25,429.38457545231364,12
x,g,265.93939393939394,157.98475784746202,33
x,h,231.45689655172413,172.8967057561323,232
x,i,256.6835843093512,243.12546267831854,5379
x,j,829.1428571428571,1040.9032021232697,7
x,k,191.44897959183675,128.60506518037118,147
x,l,291.9981768459435,280.79042174828214,1097
x,m,222.52380952380952,116.52451203400041,21
x,n,200.0,170.65820291513157,19
x,o,253.47359154929578,312.3758183001414,568
x,p,262.1165283334329,341.39413629270825,33494
x,q,344.0,0.0,1
x,r,383.7900552486188,250.63723796192482,362
x,s,325.1933701657459,314.20283816566115,181
x,t,254.8137759897733,196.50968053319292,26597
x,u,316.2060606060606,258.38343201720033,990
x,v,636.945054945055,421.73884395802634,91
x,w,377.53125,282.96064950212894,64
x,x,201.8102766798419,228.5896970042842,253
x,y,250.2889733840304,177.3075780793418,263
x,z,165.13636363636363,269.11077995522936,66
y, ,176.283688318223,183.9171665242748,548521
y,a,198.74527292186943,457.87112615903976,8409
y,b,313.09697900665645,265.7723864611442,9765
y,c,361.9027097616716,320.3249477913037,3063
y,d,338.39038686987107,1021.7633886026458,1706
y,e,172.0982647509376,163.79110131832414,75724
y,f,467.3787878787879,588.2804613668557,132
y,g,312.8835978835979,597.9167532569097,189
y,h,195.45265729993892,458.49684615552184,1637
y,i,227.68927789934355,294.9447405564995,19194
y,j,270.7828947368421,255.63316841044912,152
y,k,327.64925373134326,260.0094636063319,134
y,l,271.8702869338392,301.13157401511694,4217
y,m,324.4236157438292,260.5065359099097,4497
y,n,309.6593526488059,258.53022812268875,8249
y,o,144.5830725376031,132.20156280117186,329760
y,p,342.6570289132602,536.1697529768536,3009
y,q,354.0,494.7659619889562,29
y,r,354.40950495049503,468.9485755076292,2525
y,s,200.87080664729282,194.22978198840732,35443
y,t,225.4259571943595,315.34349408879046,21913
y,u,185.67475512021372,178.9110021693006,4492
y,v,455.6504424778761,589.7728428432075,226
y,w,286.538,397.9190775574718,1500
y,x,375.44,178.43838338952372,25
y,y,221.9564846416382,265.4505101514001,1172
y,z,855.3333333333334,3446.341121600818,30
z, ,260.61337209302326,200.874658702168,344
z,a,300.99449901768173,214.9015850678706,5090
z,b,328.7,321.8535299431127,20
z,c,310.2962962962963,253.47004295983908,27
z,d,444.0,449.95555336055133,22
z,e,291.25405405405405,240.20403964756224,8140
z,f,159.2,121.61085477867509,5
z,g,443.25,437.02613298187435,12
z,h,448.8438775510204,406.59579443767973,980
z,i,228.30046948356807,148.0838742758078,213
z,j,436.6666666666667,414.48264941571034,6
z,k,280.75,177.61475163960904,16
z,l,169.06896551724137,167.0833690609235,29
z,m,405.36842105263156,390.680724076588,38
z,n,198.24137931034483,197.32110436190288,29
z,o,316.97975708502025,271.4406714004291,988
z,p,283.8961038961039,224.12775870351877,77
z,q,363.14285714285717,164.9650756689918,7
z,r,344.67123287671234,320.8281408581773,73
z,s,570.741798941799,408.72805621777053,945
z,t,313.4387755102041,253.76843330184906,294
z,u,248.15555555555557,223.41217061699658,45
z,v,286.09090909090907,204.4071694170508,11
z,w,420.40909090909093,241.1988518943017,110
z,x,239.04109589041096,259.2723492111124,73
z,y,226.72430589381392,218.64551133795052,2053
z,z,185.58333333333334,139.89685423397268,96
