1st_key,2nd_key,mean,std,count
e,r,141.24498683146888,145.81929115663127,728631
e,s,216.6011717788164,181.65896696610207,434553
e,t,203.19523949289427,180.6483074288498,316857
e,u,350.1281365531346,359.77821163743863,12713
e,v,278.78895817553615,248.29767700634196,96379
e,w,209.6080149415481,220.12061770036902,43369
e,x,328.97443430977023,287.9363899171442,68412
e,y,189.2394855426211,224.83301985727576,63912
e,z,439.4307270233196,342.31683628755786,1458
f, ,131.6778194427974,145.98046504771276,244543
f,a,180.80639677393847,135.805066576668,50588
f,b,241.46478873239437,201.82763728247468,71
f,c,252.32724252491695,261.70432228286774,602
f,d,181.89093484419263,253.5837618187173,706
f,e,199.24230017795145,216.2779529455155,80359
f,f,168.54960330470132,82.84386940316058,76255
f,g,223.40832049306624,254.4515670857442,649
f,h,199.23233908948194,215.76915808676108,637
f,i,158.93179279483016,148.30362509125996,145923
f,j,401.44444444444446,2285.876998241669,108
f,k,274.6639344262295,355.96739591286644,122
f,l,179.4783494354557,157.72085418568082,17182
f,m,292.9777975133215,434.6311646492797,1126
f,n,257.6743648960739,676.618629761086,866
f,o,142.70620786187172,117.62008970356912,230047
f,p,261.91629297458894,280.9745638976861,669
f,q,268.96153846153845,142.17186241144364,26
f,r,221.41385948026948,156.40555273533607,73769
f,s,271.12806101967084,232.62300900100274,2491
f,t,249.73486494877366,157.8163167653367,41873
f,u,180.82207119380536,164.48113228808896,35902
f,v,232.7405063291139,203.09155728828367,158
f,w,297.49958506224067,208.30204488151568,1205
f,x,386.9230769230769,224.31726158758678,26
f,y,256.06820474029246,216.7930449125051,7932
f,z,200.14285714285714,111.50567915364888,14
g, ,151.6447801443092,165.23822620993647,356734
g,a,173.5693567462465,142.70227643113802,99774
g,b,298.2030303030303,494.92568413604965,330
g,c,583.5189873417721,1369.5818083499298,79
g,d,381.38505747126436,586.3714297345418,348
g,e,173.0801519064973,143.42673440346607,169578
g,f,352.791639451339,333.9099136199997,1531
g,g,178.24304815998107,142.10806071648807,8451
g,h,139.38325050135148,235.81768719842813,91752
g,i,174.28238483405184,176.65832968546536,53119
g,j,276.2687074829932,355.66467013746137,294
g,k,244.15771812080536,409.52888095245424,298
g,l,203.40422175480768,480.9341481565865,13312
g,m,326.65762004175366,294.1189589751628,479
g,n,210.88493628905567,221.0757269682317,28645
g,o,147.73743737242532,149.0066636779396,107780
g,p,270.71734475374734,242.22895869903647,467
g,q,268.3720930232558,173.45755941135434,43
g,r,236.3467336683417,191.12637110847876,59302
g,s,214.0808332663074,185.79255640539145,12433
g,t,312.56955056179777,479.95476618861244,8900
g,u,197.22243361733808,200.95450619603375,24178
g,v,296.4895833333333,516.7129089324335,192
g,w,308.0628571428571,358.26073254635384,350
g,x,298.25,113.15881170579102,4
g,y,214.71555478139697,188.19639479571373,5741
g,z,362.54545454545456,209.19721013262276,11
h, ,167.7793894942353,157.77278064133108,189515
h,a,128.90756344397704,139.92277243035662,481606
h,b,375.51571164510165,303.32580224258453,1082
h,c,191.3023516237402,182.90637535560995,1786
h,d,258.932502596054,408.84245934348064,963
h,e,133.53726035164692,136.56216189921764,1075795
h,f,356.5692307692308,458.65774743099405,130
h,g,138.20719178082192,187.3944464036252,1168
h,h,283.83262531860663,639.4621039092495,1177
h,i,149.6439130009297,132.80045152243346,408740
h,j,92.20262390670554,164.30608269514343,686
h,k,309.8146551724138,313.660147998283,232
h,l,299.50925602514843,346.023555578121,2863
h,m,384.32253258845435,336.79974364592704,2685
h,n,252.14353956391093,201.30195307713015,12979
h,o,177.4093412008989,180.98061639090915,228279
h,p,312.35518731988475,307.69686799805424,1388
h,q,202.2325581395349,190.75445716285785,86
h,r,242.04115432873274,241.91684753781985,27895
h,s,212.52133754238278,214.32160969032105,8553
h,t,151.55875043875045,144.0083849019218,71225
h,u,230.59873456790123,196.79957657517517,32400
h,v,185.49403578528828,128.75159011236096,3018
h,w,234.01682905225863,273.4114101223628,3387
h,x,67.0,0.0,1
h,y,244.16828478964402,195.0217161518196,5253
h,z,263.125,320.0156670757122,24
i, ,183.1232465926253,195.32170157173428,321802
i,a,202.79681737022509,204.99299472248663,76729
i,b,280.63060711064696,274.05067089258813,21067
i,c,214.5201647709269,221.59456893730732,183042
i,d,195.5060635078179,210.71684616609207,143069
i,e,192.0088633093525,191.533682382294,121625
i,f,207.82824559997863,238.83962877369905,112329
i,g,231.12593994525676,232.43118817659203,98277
i,h,282.2306108442004,473.649933864608,4371
i,i,273.2255787227056,502.74084312458746,6091
i,j,443.02514506769825,419.5782940059191,2585
i,k,220.77017571632103,179.98591519966524,31585
i,l,205.23742466818655,181.15241719173426,282915
i,m,199.6634404536862,160.90808725804328,119025
i,n,158.472848205453,143.0699398628505,1019951
i,o,143.74671083979393,143.01014891184252,178389
i,p,268.401657416559,257.67422752464313,26306
i,q,457.0674603174603,483.3741711011089,1008
i,r,187.5086887835703,186.33094427041843,87354
i,s,152.008044811897,140.36174691250793,605732
i,t,191.15454693909868,186.95980116693266,404162
i,u,253.70981398332265,279.2620006808637,7795
i,v,229.74024252433935,214.30877476148348,92032
i,w,297.22620874904067,382.719101471738,5212
i,x,317.8563423331635,292.7583159732598,9815
i,y,320.3028495692512,289.2699933342533,1509
i,z,385.1911434977578,395.1299821227026,7136
j, ,206.2431693989071,244.6699934994583,1098
j,a,221.01901098288454,208.05221176663517,17937
j,b,272.56976744186045,289.5019878301224,86
j,c,259.3965517241379,231.76916371911662,58
j,d,163.51937984496124,133.47384462737412,129
j,e,198.0857898215466,170.91244685038976,15130
j,f,206.0,230.82100957568497,66
j,g,178.10084033613447,155.92981879396373,119
j,h,221.77433628318585,324.06403853158923,452
j,i,261.45359160613395,224.35007242369238,7434
j,j,190.05494505494505,231.75472087190028,273
j,k,190.2948717948718,449.15477924148524,156
j,l,243.41538461538462,349.10933816504667,130
j,m,177.04918032786884,150.4030949634985,183
j,n,233.0,462.57476233868204,466
j,o,215.64209339960698,212.37742209735785,34604
j,p,262.1539923954373,252.01822506513864,526
j,q,212.71428571428572,91.26283340936091,7
j,r,258.43682310469313,216.6871462818776,277
j,s,197.41966426858514,152.62897097903803,834
j,t,165.2828282828283,140.04712337262333,297
j,u,211.30866670713692,146.6904917169244,49419
j,v,246.47619047619048,371.2811090060493,21
j,w,243.96666666666667,253.3159724946375,60
j,x,232.0,0.0,1
j,y,268.91379310344826,144.43595110117255,174
j,z,236.2,126.71898042519123,5
k, ,182.5892421208547,152.86410197362423,182285
k,a,210.90569377519913,361.1768761881501,10169
k,b,361.9266712141883,280.5883211187636,2932
k,c,141.6268829663963,182.14724626760457,863
k,d,267.46991084695395,237.5376991439387,2692
k,e,160.39379881297864,153.09793999545943,145069
k,f,342.97238999137187,603.569990358375,1159
k,g,263.03921568627453,252.2769039197821,255
k,h,554.0267857142857,2542.472508943905,112
k,i,203.8382730234681,132.14293699012217,63533
k,j,116.6706827309237,135.68807617496924,249
k,k,181.62384918895222,153.21641222410335,2281
k,l,249.40202326757714,197.79822505482045,9885
k,m,293.9026369168357,393.0074662776056,493
k,n,160.04896409474887,180.1528869438913,76117
k,o,256.7704081632653,205.27636151203023,4508
k,p,249.26694915254237,210.52435228018908,236
k,q,183.0,42.19597137168429,5
k,r,204.89354838709679,172.67700746836178,620
k,s,192.68087442407608,169.69875269200543,51005
k,t,327.39794168096057,927.417557471503,583
k,u,322.58921978833376,254.40826265724655,4063
k,v,502.7,697.091323948341,80
k,w,276.97520661157023,264.9699451782848,484
k,x,660.4166666666666,1474.7641079991145,12
k,y,290.04761904761904,222.68452669818683,5439
k,z,208.25,93.35371801201421,4
l, ,167.2940602940603,184.9334671647789,410256
l,a,158.15329841064204,144.04276023705813,213042
l,b,280.90330697340045,336.5630454510921,2782
l,c,272.0172767203514,461.70404108327665,3415
l,d,167.6216791676748,190.6775918094156,144655
l,e,161.63113590094912,157.43209333237365,360542
l,f,229.33601186796884,250.32746819971632,8089
l,g,368.8327828241123,350.8785499664182,2422
l,h,389.88188976377955,984.787067132895,381
l,i,196.58649791004535,165.18002210140997,213641
l,j,373.20512820512823,375.02949571197496,195
l,k,182.1242536500327,222.59084506683638,22945
l,l,157.3286461544581,79.10000861970966,402232
l,m,278.1894943544428,224.2859014314119,10185
l,n,306.25407810182895,362.44215978667427,2023
l,o,218.09167238987868,161.89084991241558,148518
l,p,220.49673049976647,191.505446877165,17128
l,q,331.3191489361702,319.0040279412443,47
l,r,259.1361227336123,257.4387616882086,7170
l,s,184.46371837781817,159.57653093558022,58859
l,t,263.1577340769005,261.2668577792602,17035
l,u,257.14991029091374,214.69122043007127,31212
l,v,267.963963963964,260.86385012105967,7104
l,w,256.5956216439488,235.38608412325507,4842
l,x,383.5869565217391,321.6619050484845,46
l,y,232.22805017103764,197.8914538657164,117518
l,z,332.9,320.72445100021264,50
m, ,178.11996678111964,144.83598118696565,205907
m,a,161.3458979928022,169.22377130423087,190614
m,b,291.3877228685114,264.9434497798344,32923
m,c,359.66993235362725,283.6023386778842,4287
m,d,215.59947643979058,179.86267240728367,1146
m,e,144.81797974056556,148.3524756427852,394088
m,f,343.2615780445969,675.3585938082383,1166
m,g,273.3107932379714,318.01615836260356,769
m,h,410.1578947368421,1580.1993499300504,190
m,i,191.33744859272588,144.65865211292027,124496
m,j,320.00995024875624,417.67628601645265,201
m,k,253.7956081081081,213.074624760245,592
m,l,317.8731707317073,306.4449599777039,1640
m,m,181.0108217788299,142.76469240380058,23656
m,n,331.4037502967007,660.3573078504668,4213
m,o,180.59829808070393,156.7350732945652,134789
m,p,261.0877338068251,289.88452647231094,41113
m,q,304.6842105263158,265.10984151889846,19
m,r,275.45079787234044,304.3746524786984,3008
m,s,193.23500913350807,203.9029584713547,25182
m,t,256.02276422764226,320.6395847051188,2460
m,u,249.67646096459657,177.45562552277343,30562
m,v,424.7009708737864,362.54103917109006,1545
m,w,278.1129893238434,295.83525392094793,1124
m,x,448.59322033898303,281.9068150418446,59
m,y,242.5306187880731,172.464964274661,49904
m,z,433.6363636363636,309.42956314071625,11
n, ,163.69962689116977,155.92000345431074,804859
n,a,199.0026132060587,243.37691294773364,101408
n,b,335.52957486136785,325.08612544042,2164
n,c,235.89536568953915,280.51239043242276,115918
n,d,174.93944843632383,196.85876283881632,365325
n,e,165.50996873935864,162.65988398269502,325969
n,f,264.161859995751,282.424390181727,37656
n,g,155.6497253912495,168.50503678685368,459745
n,h,357.4256640220766,384.3194511806053,2899
n,i,198.17681280736633,214.35932465672238,143355
n,j,352.2551158301158,312.8226051742871,10360
n,k,189.18106594637328,187.61094246083607,75895
n,l,224.26465063861758,191.27345359609143,15972
n,m,270.50405594405595,278.8289463720934,3575
n,n,180.30202315362138,162.5840547280292,44831
n,o,162.6367566367107,152.663552323364,261161
n,p,364.2575068243858,379.267682005006,1099
n,q,464.72222222222223,587.0215719551011,1008
n,r,284.18953939279294,277.7875811386664,10573
n,s,226.04450311013284,232.9440878001691,143563
n,t,197.02547539754843,212.72575767488638,328199
n,u,254.46781556318342,242.55687283354547,28259
n,v,300.345494680688,290.94026940453983,32617
n,w,285.4071642910728,346.9176390078737,5332
n,x,435.04893449092344,372.8110488870257,1267
n,y,249.36571183381173,203.2856335508648,67586
n,z,420.80582524271847,332.76384531133914,206
o, ,149.5538363829122,164.03473991852277,604619
o,a,213.01404395049255,245.2906980055042,19795
o,b,283.8377908996179,329.0595709018761,46064
o,c,253.27101305604185,271.70212042467625,47411
o,d,202.31653675473086,208.50048971588888,86982
o,e,214.1264097744361,218.0103410942854,34048
o,f,156.54689109069278,148.60298500226872,200038
o,g,309.78936780379235,356.4415821843745,23363
o,h,307.61815517507324,304.00205239202444,12966
o,i,188.31360525256278,187.19929154152823,64578
o,j,353.1910538286581,308.0988800278725,2638
o,k,220.5140922001311,183.82765731900628,41193
o,l,239.09596667987194,185.9132734488047,93397
o,m,185.6974628793416,194.86336512217568,199754
o,n,168.7026188229364,148.50209170264026,682444
o,o,170.13429037231572,148.5495005387645,135557
o,p,213.11173745173744,192.95642470660638,90650
o,q,334.361216730038,299.32546740409816,263
o,r,169.58195018023568,167.35168413690877,495185
o,s,183.82617493851785,179.21438206192678,103282
o,t,178.88967794277733,162.84113364205106,194748
o,u,141.36945070175972,137.67193084639723,691191
o,v,226.65256674663635,217.5141820988901,71277
o,w,169.68300196980766,169.88845022711325,234033
o,x,377.8863991662324,361.5287702781065,1919
o,y,288.927924466158,258.2172628407847,18217
o,z,345.6366525423729,377.9398729746795,944
p, ,199.0137976510401,176.43890874406972,80376
p,a,181.7768839651877,182.6355105590962,107778
p,b,357.09324758842445,362.17897151252544,311
p,c,295.17210682492583,257.9304939824202,674
p,d,270.9560017086715,229.82821573315104,2341
p,e,190.6430608195611,180.53528761736678,168334
p,f,269.1862068965517,323.65942965871363,580
p,g,400.52905198776756,271.3883797229859,1962
p,h,289.40875472996214,247.0163367628607,11628
p,i,269.3791739460065,237.79231548420407,30337
p,j,405.29801324503313,284.01166160803996,151
p,k,315.5799011532125,305.8287066532367,607
p,l,211.6827357580876,183.60331329080202,158669
p,m,301.06107360977177,314.77349254041553,9333
p,n,298.4881836596894,799.685920628105,1481
p,o,225.11822827648953,204.23606738156343,117603
p,p,177.79767087100495,129.55526472880032,53754
p,q,396.5769230769231,470.24820451135577,26
p,r,202.2299700409532,200.89222962736187,145532
p,s,248.56554534419976,221.3807976136226,11534
p,t,264.8208679593721,248.12166814046813,25992
p,u,245.31696561785085,211.62801743989365,30161
p,v,272.390625,222.66687927039294,128
p,w,265.66163349347977,305.59512757144336,1457
p,x,134.5,115.49124576391608,80
p,y,258.53526119402983,246.23457478828396,5360
p,z,232.54545454545453,108.15577990691355,11
q, ,247.14007092198582,192.63881331307866,1128
q,a,257.2173913043478,242.76336246094985,483
q,b,378.3734793187348,247.3944178439114,822
q,c,249.5625,136.65234172892906,16
q,d,223.33333333333334,139.8323826518566,15
q,e,351.88075880758805,484.190530100035,369
q,f,128.0,147.07821048680188,2
q,g,322.1875,237.40857012051328,16
q,h,220.4921875,197.07163236990993,128
q,i,305.27133105802045,735.5784279663908,586
q,j,236.5,158.51403723329994,6
q,k,159.6,107.0176571756662,20
q,l,200.88,194.17051626793167,50
q,m,149.47368421052633,97.72715329542793,19
q,n,169.9205298013245,248.32705647133474,151
q,o,210.60902255639098,236.3821285773083,266
q,p,267.40625,154.63877979905925,32
q,q,206.0,272.7629414385727,91
q,r,332.0833333333333,341.71538246096236,84
q,s,1034.888888888889,5476.672597241297,45
q,t,177.08080808080808,160.7289946772286,99
q,u,211.32586022992137,210.35647098346706,50626
q,v,327.7142857142857,220.90619043735506,28
q,w,184.19345238095238,254.4471468186761,336
q,y,314.6931818181818,286.3791455179218,440
r, ,160.60111911236478,188.15627517921746,522557
r,a,203.3575356565211,210.51646068213088,170025
r,b,421.2979971387697,444.68239468918676,6990
r,c,354.35605569528354,260.24891639895986,38567
r,d,281.4416363104576,209.6854525130863,75218
r,e,148.83076323730413,137.2261834878286,757235
r,f,360.2474787898191,331.56858338503497,6247
r,g,325.43515034765073,267.2532705851799,33223
r,h,273.7692750287687,382.9713951144378,5214
r,i,192.24530019290543,208.3996844047277,193359
r,j,356.11574074074076,384.3138527103399,432
r,k,194.32775180485322,194.54246512160236,62886
r,l,251.73995426331265,246.39330696856044,27549
r,m,216.44271375015117,206.48216742044116,41345
r,n,232.44145970603142,265.4414895945053,67082
r,o,169.88595710827295,178.70243736568028,233798
r,p,300.43454022988504,311.12661069986603,17400
r,q,352.65315315315314,294.6066653993167,222
r,r,181.4973222979552,148.8138496394952,73944
r,s,250.1350041748224,212.2016927425304,146114
r,t,244.33967937363244,218.96297516083283,134362
r,u,203.47982107855455,192.98481065130125,39794
r,v,338.78459457308827,249.15815922728015,12567
r,w,325.93650311408175,294.719726774936,13166
r,x,437.28915662650604,227.75481736333677,83
r,y,198.11656982007935,191.7144150351851,121498
r,z,371.04545454545456,305.8851827672805,88
s, ,161.61697387299142,177.16336086158262,1186282
s,a,206.89517306088408,213.7759552489052,134288
s,b,379.13916163141994,360.0039650494783,5296
s,c,307.93622122326656,309.425860534208,36705
s,d,313.75263423787527,275.9321906312426,27712
s,e,184.93332152581195,153.21776344783513,333121
s,f,410.04324324324324,390.14095894710306,2775
s,g,438.28681909885677,563.5991400786369,2974
s,h,168.17743792007084,165.75091409823688,124235
s,i,181.65273245608867,195.64043794714104,169774
s,j,327.05426356589146,399.976899761497,645
s,k,228.4244383080206,226.4440889223606,15934
s,l,195.08895161290323,219.59728424153965,12400
s,m,268.0932777488275,285.88393289875324,7676
s,n,263.10340579072425,362.0999191700935,22726
s,o,161.54743335608055,175.71204108843688,184638
s,p,242.23235189150606,255.78344886035492,56040
s,q,471.85593220338984,707.0004808497469,118
s,r,355.3174360096259,347.2337121499986,4571
s,s,180.69728119180633,155.12008486365428,134250
s,t,208.91135985478746,179.20458683311662,416493
s,u,202.26537564999103,247.57088226378045,111540
s,v,437.79964850615113,414.50344287449036,569
s,w,315.4087485315458,350.62794841085133,14471
s,x,312.89531680440774,310.02738259939633,363
s,y,242.97160778033563,226.4731539162103,29973
s,z,289.6910569105691,458.2018871039219,123
t, ,156.1011489959884,159.20399270988088,1167367
t,a,185.35253317108558,154.77307187272058,213665
t,b,332.4624681933842,254.01832647762743,6288
t,c,317.049411120241,413.05309234533286,18255
t,d,355.7872648335745,391.70352568206533,1382
t,e,180.48741079033866,156.84042831635875,415594
t,f,440.02964743589746,405.9144851920521,1248
t,g,257.87676292813967,267.9933267234251,2978
t,h,125.4696125203497,115.37521030638727,1307759
t,i,161.32188823479314,173.16504195986468,387473
t,j,267.3948576675849,436.6598575024592,2178
t,k,286.7294685990338,452.5957873291754,1656
t,l,229.68932999592525,265.18768714473293,34358
t,m,282.78035143769966,300.90209466113623,10016
t,n,265.80507833603457,281.58973323764803,9255
t,o,126.79540617827051,136.95400311117996,574206
t,p,356.0554075652637,401.6726720514767,5631
t,q,344.1592356687898,505.3417923005831,157
t,r,232.4685969288097,203.93508670043258,133108
t,s,229.13941645500842,189.68378746983186,79137
t,t,177.31784375486544,165.77350514469944,83497
t,u,220.73462206165252,223.07325958828827,63939
t,v,406.0439189189189,285.49747260967325,592
t,w,271.1661831608097,221.24373275040634,30334
t,x,447.1943820224719,293.2407138834306,890
t,y,191.81658815813012,170.01496872471586,50313
t,z,339.9622641509434,188.4632143523128,53
u, ,154.1863411081666,173.20965455930363,247165
u,a,224.02095662864167,211.0789178799892,34977
u,b,298.70639269406394,436.1938278192205,13140
u,c,209.8635299625468,214.9652923370574,38448
u,d,251.83868696170305,260.1041586108151,18461
u,e,196.3305853472833,192.79209188531254,76177
u,f,235.70714079213644,191.45933278918073,6918
u,g,220.7855091719527,225.56908770660388,46664
u,h,319.95766129032256,541.1174298183053,1488
u,i,209.79938654787117,233.24888037946204,27386
u,j,286.9432432432432,1025.433336660776,370
u,k,298.7329192546584,201.37179039278817,2254
u,l,216.2365152895748,167.42078722279533,156937
u,m,254.53491985606803,174.77634469230705,36684
u,n,216.250557846571,156.0098145933467,141616
u,o,225.60537459283387,237.7035701571536,6140
u,p,217.94901974521548,215.93776812694313,85641
u,q,222.208,443.68508695593636,125
u,r,189.82297295077927,188.96819683352322,243556
u,s,170.00114919378726,164.56067120738618,168814
u,t,176.12888866628685,151.88347085178842,159727
u,u,289.2617586912065,435.8800427341571,1467
u,v,398.6607245543416,322.4658391087494,1739
u,w,286.55744680851063,774.5038275363602,705
u,x,390.95283018867923,592.7977633476772,106
u,y,223.8972864321608,200.30690569891476,9950
u,z,302.5833333333333,325.11823272192373,48
v, ,254.8530612244898,428.4871735826267,3185
v,a,197.5041200706298,183.1656929859654,50970
v,b,136.9581497797357,242.1371831488005,454
v,c,190.83823529411765,244.69857267224106,748
v,d,334.99118942731275,397.85016291867936,227
v,e,162.07984938283641,117.66947589098832,430761
v,f,220.08,282.42587943341414,100
v,g,349.51724137931035,820.8529419628699,58
v,h,180.39583333333334,169.26518299376588,576
v,i,188.63912283489591,210.75715322515322,88102
v,j,296.6756756756757,240.62869668780087,37
v,k,317.0218531468532,272.83388921754994,1144
v,l,211.0031007751938,163.14221543612325,1290
v,m,264.8484848484849,238.2043881546487,66
v,n,263.7790055248619,287.5574935378016,724
v,o,183.65959166461678,176.5792721932669,28457
v,p,258.16494845360825,204.1500510456081,97
v,q,245.7391304347826,142.34536023709262,23
v,r,346.36796193497224,369.5706295295163,1261
v,s,302.2040816326531,272.44711593867623,441
v,t,317.76291079812205,194.41238797367046,426
v,u,264.47121034077554,263.5770543540259,851
v,v,195.29291716686674,234.14209332291904,833
v,w,295.362660944206,506.0491236095784,466
v,x,437.6666666666667,229.26912860944304,3
v,y,248.02483527622908,196.9055021228799,1973
